Name,API Name,Instance Memory,vCPUs,Memory per vCPU,GPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
A0,A0,0.75 GiB,1,0.75 GiB/vCPU,0,20 GiB,$0.02 hourly,,,$0.018 hourly,$0.02 hourly,,,$0.018 hourly
A1,A1,1.75 GiB,1,1.75 GiB/vCPU,0,70 GiB,$0.06 hourly,,,$0.054 hourly,$0.09 hourly,,,$0.081 hourly
A1 v2,A1 v2,2 GiB,1,2 GiB/vCPU,0,10 GiB,$0.043 hourly,,,$0.0079 hourly,$0.065 hourly,,,$0.012 hourly
A2,A2,3.5 GiB,2,1.75 GiB/vCPU,0,135 GiB,$0.12 hourly,,,$0.108 hourly,$0.18 hourly,,,$0.162 hourly
A2m v2,A2m v2,16 GiB,2,8 GiB/vCPU,0,20 GiB,$0.119 hourly,,,$0.022 hourly,$0.18 hourly,,,$0.0333 hourly
A2 v2,A2 v2,4 GiB,2,2 GiB/vCPU,0,20 GiB,$0.0903 hourly,,,$0.0167 hourly,$0.136 hourly,,,$0.0251 hourly
A3,A3,7 GiB,4,1.75 GiB/vCPU,0,285 GiB,$0.24 hourly,,,$0.216 hourly,$0.36 hourly,,,$0.324 hourly
A4,A4,14 GiB,8,1.75 GiB/vCPU,0,605 GiB,$0.48 hourly,,,$0.432 hourly,$0.72 hourly,,,$0.648 hourly
A4m v2,A4m v2,32 GiB,4,8 GiB/vCPU,0,40 GiB,$0.237 hourly,,,$0.0438 hourly,$0.36 hourly,,,$0.0665 hourly
A4 v2,A4 v2,8 GiB,4,2 GiB/vCPU,0,40 GiB,$0.191 hourly,,,$0.0353 hourly,$0.286 hourly,,,$0.0529 hourly
A5,A5,14 GiB,2,7 GiB/vCPU,0,135 GiB,$0.25 hourly,,,$0.225 hourly,$0.33 hourly,,,$0.297 hourly
A6,A6,28 GiB,4,7 GiB/vCPU,0,285 GiB,$0.50 hourly,,,$0.45 hourly,$0.66 hourly,,,$0.594 hourly
A7,A7,56 GiB,8,7 GiB/vCPU,0,605 GiB,$1.00 hourly,,,$0.90 hourly,$1.32 hourly,,,$1.188 hourly
A8m v2,A8m v2,64 GiB,8,8 GiB/vCPU,0,80 GiB,$0.475 hourly,,,$0.0878 hourly,$0.72 hourly,,,$0.1331 hourly
A8 v2,A8 v2,16 GiB,8,2 GiB/vCPU,0,80 GiB,$0.399 hourly,,,$0.0737 hourly,$0.60 hourly,,,$0.1109 hourly
B12ms,B12ms,48 GiB,12,4 GiB/vCPU,0,96 GiB,$0.499 hourly,,,,$0.547 hourly,,,
B16als v2,B16als v2,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.533 hourly,,,$0.4797 hourly,$0.606 hourly,,,$0.5454 hourly
B16as v2,B16as v2,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.602 hourly,,,$0.5418 hourly,$0.675 hourly,,,$0.6075 hourly
B16ls v2,B16ls v2,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.589 hourly,,,$0.5301 hourly,$0.663 hourly,,,$0.5967 hourly
B16ms,B16ms,64 GiB,16,4 GiB/vCPU,0,128 GiB,$0.666 hourly,,,,$0.73 hourly,,,
Standard B16pls v2,B16pls v2,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.476 hourly,,,$0.4284 hourly,,,,
Standard B16ps v2,B16ps v2,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.538 hourly,,,$0.4842 hourly,,,,
B16s v2,B16s v2,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.666 hourly,,,$0.5994 hourly,$0.739 hourly,,,$0.6651 hourly
Standard B1ls,B1ls,0.5 GiB,1,0.5 GiB/vCPU,0,4 GiB,$0.0052 hourly,,,,,,,
B1ms,B1ms,2 GiB,1,2 GiB/vCPU,0,4 GiB,$0.0207 hourly,,,,$0.0246 hourly,,,
B1s,B1s,1 GiB,1,1 GiB/vCPU,0,4 GiB,$0.0104 hourly,,,,$0.014 hourly,,,
B20ms,B20ms,80 GiB,20,4 GiB/vCPU,0,160 GiB,$0.832 hourly,,,,$0.912 hourly,,,
B2als v2,B2als v2,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.0376 hourly,,,$0.0338 hourly,$0.0468 hourly,,,$0.0421 hourly
B2as v2,B2as v2,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.0752 hourly,,,$0.0677 hourly,$0.0844 hourly,,,$0.076 hourly
B2ats v2,B2ats v2,1 GiB,2,0.5 GiB/vCPU,0,0 GiB,$0.0094 hourly,,,$0.0085 hourly,$0.0186 hourly,,,$0.0167 hourly
B2ls v2,B2ls v2,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.0416 hourly,,,$0.0374 hourly,$0.0508 hourly,,,$0.0457 hourly
B2ms,B2ms,8 GiB,2,4 GiB/vCPU,0,16 GiB,$0.0832 hourly,,,,$0.0912 hourly,,,
Standard B2pls v2,B2pls v2,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.0336 hourly,,,$0.0302 hourly,,,,
Standard B2ps v2,B2ps v2,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.0672 hourly,,,$0.0605 hourly,,,,
Standard B2pts v2,B2pts v2,1 GiB,2,0.5 GiB/vCPU,0,0 GiB,$0.0084 hourly,,,$0.0076 hourly,,,,
B2s,B2s,4 GiB,2,2 GiB/vCPU,0,8 GiB,$0.0416 hourly,,,,$0.0496 hourly,,,
B2s v2,B2s v2,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.0832 hourly,,,$0.0749 hourly,$0.0924 hourly,,,$0.0832 hourly
B2ts v2,B2ts v2,1 GiB,2,0.5 GiB/vCPU,0,0 GiB,$0.0104 hourly,,,$0.0094 hourly,$0.0196 hourly,,,$0.0176 hourly
B32als v2,B32als v2,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.065 hourly,,,$0.9585 hourly,$1.213 hourly,,,$1.0917 hourly
B32as v2,B32as v2,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.203 hourly,,,$1.0827 hourly,$1.35 hourly,,,$1.215 hourly
B32ls v2,B32ls v2,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.179 hourly,,,$1.0611 hourly,$1.326 hourly,,,$1.1934 hourly
B32s v2,B32s v2,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.331 hourly,,,$1.1979 hourly,$1.478 hourly,,,$1.3302 hourly
B4als v2,B4als v2,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.133 hourly,,,$0.1197 hourly,$0.152 hourly,,,$0.1368 hourly
B4as v2,B4as v2,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.15 hourly,,,$0.135 hourly,$0.169 hourly,,,$0.1521 hourly
B4ls v2,B4ls v2,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.147 hourly,,,$0.1323 hourly,$0.166 hourly,,,$0.1494 hourly
B4ms,B4ms,16 GiB,4,4 GiB/vCPU,0,32 GiB,$0.166 hourly,,,,$0.182 hourly,,,
Standard B4pls v2,B4pls v2,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.119 hourly,,,$0.1071 hourly,,,,
Standard B4ps v2,B4ps v2,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.134 hourly,,,$0.1206 hourly,,,,
B4s v2,B4s v2,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.166 hourly,,,$0.1494 hourly,$0.185 hourly,,,$0.1665 hourly
B8als v2,B8als v2,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.266 hourly,,,$0.2394 hourly,$0.303 hourly,,,$0.2727 hourly
B8as v2,B8as v2,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.301 hourly,,,$0.2709 hourly,$0.338 hourly,,,$0.3042 hourly
B8ls v2,B8ls v2,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.295 hourly,,,$0.2655 hourly,$0.332 hourly,,,$0.2988 hourly
B8ms,B8ms,32 GiB,8,4 GiB/vCPU,0,64 GiB,$0.333 hourly,,,,$0.365 hourly,,,
Standard B8pls v2,B8pls v2,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.238 hourly,,,$0.2142 hourly,,,,
Standard B8ps v2,B8ps v2,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.269 hourly,,,$0.2421 hourly,,,,
B8s v2,B8s v2,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.333 hourly,,,$0.2997 hourly,$0.37 hourly,,,$0.333 hourly
D1,D1,3.5 GiB,1,3.5 GiB/vCPU,0,50 GiB,$0.077 hourly,,,$0.0142 hourly,$0.14 hourly,,,$0.0262 hourly
D11,D11,14 GiB,2,7 GiB/vCPU,0,100 GiB,$0.193 hourly,,,$0.0357 hourly,$0.264 hourly,,,$0.0493 hourly
D11s,D11s,14 GiB,2,7 GiB/vCPU,0,28 GiB,$0.193 hourly,,,$0.0357 hourly,$0.264 hourly,,,$0.0493 hourly
D11 v2,D11 v2,14 GiB,2,7 GiB/vCPU,0,100 GiB,$0.185 hourly,,,$0.0342 hourly,$0.238 hourly,,,$0.0445 hourly
D12,D12,28 GiB,4,7 GiB/vCPU,0,200 GiB,$0.386 hourly,,,$0.0713 hourly,$0.528 hourly,,,$0.0986 hourly
D128ads v7,D128ads v7,512 GiB,128,4 GiB/vCPU,0,7040 GiB,$7.296 hourly,,,$1.3483 hourly,$13.184 hourly,,,$2.4364 hourly
D128alds v7,D128alds v7,512 GiB,128,4 GiB/vCPU,0,7040 GiB,$6.093 hourly,,,$1.126 hourly,$11.981 hourly,,,$2.2141 hourly
D128als v7,D128als v7,256 GiB,128,2 GiB/vCPU,0,0 GiB,$5.146 hourly,,,$0.951 hourly,$11.034 hourly,,,$2.0391 hourly
D128as v7,D128as v7,512 GiB,128,4 GiB/vCPU,0,0 GiB,$5.811 hourly,,,$1.0739 hourly,$11.699 hourly,,,$2.162 hourly
D128ds v6,D128ds v6,512 GiB,128,4 GiB/vCPU,0,7040 GiB,$7.973 hourly,,,$1.7852 hourly,$13.861 hourly,,,$3.1035 hourly
D128ds v7,D128ds v7,512 GiB,128,4 GiB/vCPU,0,7040 GiB,,,,,,,,
D128lds v6,D128lds v6,256 GiB,128,2 GiB/vCPU,0,7040 GiB,$7.06 hourly,,,$1.5807 hourly,$12.948 hourly,,,$2.8991 hourly
D128lds v7,D128lds v7,256 GiB,128,2 GiB/vCPU,0,7040 GiB,,,,,,,,
D128ls v6,D128ls v6,256 GiB,128,2 GiB/vCPU,0,0 GiB,$5.713 hourly,,,$1.2523 hourly,$11.601 hourly,,,$2.5429 hourly
D128ls v7,D128ls v7,256 GiB,128,2 GiB/vCPU,0,0 GiB,,,,,,,,
D128nds v6,D128nds v6,512 GiB,128,4 GiB/vCPU,0,7040 GiB,$11.561 hourly,,,$2.5885 hourly,$17.449 hourly,,,$3.9068 hourly
D128nlds v6,D128nlds v6,256 GiB,128,2 GiB/vCPU,0,7040 GiB,$9.249 hourly,,,$2.0709 hourly,$15.137 hourly,,,$3.3892 hourly
D128nls v6,D128nls v6,256 GiB,128,2 GiB/vCPU,0,0 GiB,$7.484 hourly,,,$1.6405 hourly,$13.372 hourly,,,$2.9311 hourly
D128ns v6,D128ns v6,512 GiB,128,4 GiB/vCPU,0,0 GiB,$9.354 hourly,,,$2.0504 hourly,$15.242 hourly,,,$3.341 hourly
D128s v6,D128s v6,512 GiB,128,4 GiB/vCPU,0,0 GiB,$6.451 hourly,,,$1.4141 hourly,$12.339 hourly,,,$2.7047 hourly
D128s v7,D128s v7,512 GiB,128,4 GiB/vCPU,0,0 GiB,,,,,,,,
D12s,D12s,28 GiB,4,7 GiB/vCPU,0,56 GiB,$0.386 hourly,,,$0.0713 hourly,$0.528 hourly,,,$0.0986 hourly
D12 v2,D12 v2,28 GiB,4,7 GiB/vCPU,0,200 GiB,$0.371 hourly,,,$0.0686 hourly,$0.476 hourly,,,$0.0889 hourly
D13,D13,56 GiB,8,7 GiB/vCPU,0,400 GiB,$0.771 hourly,,,$0.1425 hourly,$1.056 hourly,,,$0.1973 hourly
D13s,D13s,56 GiB,8,7 GiB/vCPU,0,112 GiB,$0.771 hourly,,,$0.1425 hourly,$1.056 hourly,,,$0.1973 hourly
D13 v2,D13 v2,56 GiB,8,7 GiB/vCPU,0,400 GiB,$0.741 hourly,,,$0.1369 hourly,$0.952 hourly,,,$0.1778 hourly
D14,D14,112 GiB,16,7 GiB/vCPU,0,800 GiB,$1.542 hourly,,,$0.285 hourly,$2.111 hourly,,,$0.3943 hourly
D14s,D14s,112 GiB,16,7 GiB/vCPU,0,224 GiB,$1.542 hourly,,,$0.285 hourly,$2.111 hourly,,,$0.3943 hourly
D14 v2,D14 v2,112 GiB,16,7 GiB/vCPU,0,800 GiB,$1.482 hourly,,,$0.2739 hourly,$1.904 hourly,,,$0.3557 hourly
D15i v2,D15i v2,140 GiB,20,7 GiB/vCPU,0,1000 GiB,$1.853 hourly,,,$0.3424 hourly,$2.38 hourly,,,$0.4446 hourly
D15 v2,D15 v2,140 GiB,20,7 GiB/vCPU,0,1000 GiB,$1.853 hourly,,,$0.3424 hourly,$2.38 hourly,,,$0.4446 hourly
D160ads v7,D160ads v7,640 GiB,160,4 GiB/vCPU,0,8800 GiB,$9.12 hourly,,,$1.6854 hourly,,,,
D160alds v7,D160alds v7,320 GiB,160,2 GiB/vCPU,0,8800 GiB,$7.616 hourly,,,$1.4074 hourly,,,,
D160als v7,D160als v7,320 GiB,160,2 GiB/vCPU,0,0 GiB,$6.432 hourly,,,$1.1886 hourly,,,,
D160as v7,D160as v7,640 GiB,160,4 GiB/vCPU,0,0 GiB,$7.264 hourly,,,$1.3424 hourly,,,,
D16ads v5,D16ads v5,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.824 hourly,,,$0.1523 hourly,$1.56 hourly,,,$0.2944 hourly
D16ads v6,D16ads v6,64 GiB,16,4 GiB/vCPU,0,880 GiB,$0.912 hourly,,,$0.1835 hourly,$1.648 hourly,,,$0.3316 hourly
D16ads v7,D16ads v7,64 GiB,16,4 GiB/vCPU,0,880 GiB,$0.912 hourly,,,$0.1685 hourly,$1.648 hourly,,,$0.3046 hourly
D16alds v6,D16alds v6,32 GiB,16,2 GiB/vCPU,0,880 GiB,$0.762 hourly,,,$0.1533 hourly,$1.498 hourly,,,$0.3014 hourly
D16alds v7,D16alds v7,32 GiB,16,2 GiB/vCPU,0,880 GiB,$0.762 hourly,,,$0.1408 hourly,$1.498 hourly,,,$0.2768 hourly
D16als v6,D16als v6,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.643 hourly,,,$0.126 hourly,$1.379 hourly,,,$0.2703 hourly
D16als v7,D16als v7,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.643 hourly,,,$0.1188 hourly,$1.379 hourly,,,$0.2548 hourly
D16as v4,D16as v4,64 GiB,16,4 GiB/vCPU,0,128 GiB,$0.768 hourly,,,$0.1419 hourly,$1.504 hourly,,,$0.2832 hourly
D16as v5,D16as v5,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.688 hourly,,,$0.1271 hourly,$1.424 hourly,,,$0.2687 hourly
D16as v6,D16as v6,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.726 hourly,,,$0.1423 hourly,$1.462 hourly,,,$0.2866 hourly
D16as v7,D16as v7,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.726 hourly,,,$0.1342 hourly,$1.462 hourly,,,$0.2702 hourly
D16a v4,D16a v4,64 GiB,16,4 GiB/vCPU,0,400 GiB,$0.768 hourly,,,$0.1419 hourly,$1.504 hourly,,,$0.2832 hourly
D16ds v4,D16ds v4,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.904 hourly,,,$0.2034 hourly,$1.64 hourly,,,$0.3757 hourly
D16ds v5,D16ds v5,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.904 hourly,,,$0.2043 hourly,$1.64 hourly,,,$0.3757 hourly
D16ds v6,D16ds v6,64 GiB,16,4 GiB/vCPU,0,880 GiB,$0.997 hourly,,,$0.2232 hourly,$1.733 hourly,,,$0.388 hourly
D16ds v7,D16ds v7,64 GiB,16,4 GiB/vCPU,0,880 GiB,,,,,,,,
D16d v4,D16d v4,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.904 hourly,,,$0.2034 hourly,$1.64 hourly,,,$0.3757 hourly
D16d v5,D16d v5,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.904 hourly,,,$0.2043 hourly,$1.64 hourly,,,$0.3757 hourly
D16lds v5,D16lds v5,32 GiB,16,2 GiB/vCPU,0,600 GiB,$0.768 hourly,,,$0.1736 hourly,$1.504 hourly,,,$0.3446 hourly
D16lds v6,D16lds v6,32 GiB,16,2 GiB/vCPU,0,880 GiB,$0.883 hourly,,,$0.1977 hourly,$1.619 hourly,,,$0.3625 hourly
D16lds v7,D16lds v7,32 GiB,16,2 GiB/vCPU,0,880 GiB,,,,,,,,
D16ls v5,D16ls v5,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.68 hourly,,,$0.1378 hourly,$1.416 hourly,,,$0.2869 hourly
D16ls v6,D16ls v6,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.714 hourly,,,$0.1565 hourly,$1.45 hourly,,,$0.3178 hourly
D16ls v7,D16ls v7,32 GiB,16,2 GiB/vCPU,0,0 GiB,,,,,,,,
D16nds v6,D16nds v6,64 GiB,16,4 GiB/vCPU,0,880 GiB,$1.445 hourly,,,$0.3235 hourly,$2.181 hourly,,,$0.4883 hourly
D16nlds v6,D16nlds v6,32 GiB,16,2 GiB/vCPU,0,880 GiB,$1.156 hourly,,,$0.2588 hourly,$1.892 hourly,,,$0.4236 hourly
D16nls v6,D16nls v6,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.935 hourly,,,$0.205 hourly,$1.671 hourly,,,$0.3663 hourly
D16ns v6,D16ns v6,64 GiB,16,4 GiB/vCPU,0,0 GiB,$1.169 hourly,,,$0.2562 hourly,$1.905 hourly,,,$0.4176 hourly
Standard D16pds v5,D16pds v5,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.723 hourly,,,$0.1336 hourly,,,,
Standard D16pds v6,D16pds v6,64 GiB,16,4 GiB/vCPU,0,880 GiB,$0.734 hourly,,,$0.1566 hourly,,,,
Standard D16plds v5,D16plds v5,32 GiB,16,2 GiB/vCPU,0,600 GiB,$0.614 hourly,,,$0.1135 hourly,,,,
Standard D16plds v6,D16plds v6,32 GiB,16,2 GiB/vCPU,0,880 GiB,$0.624 hourly,,,$0.1332 hourly,,,,
Standard D16pls v5,D16pls v5,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.544 hourly,,,$0.1005 hourly,,,,
Standard D16pls v6,D16pls v6,32 GiB,16,2 GiB/vCPU,0,0 GiB,$0.496 hourly,,,$0.1058 hourly,,,,
Standard D16ps v5,D16ps v5,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.616 hourly,,,$0.1138 hourly,,,,
Standard D16ps v6,D16ps v6,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.562 hourly,,,$0.1199 hourly,,,,
D16s v3,D16s v3,64 GiB,16,4 GiB/vCPU,0,128 GiB,$0.768 hourly,,,$0.1419 hourly,$1.504 hourly,,,$0.2779 hourly
D16s v4,D16s v4,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.768 hourly,,,$0.1419 hourly,$1.504 hourly,,,$0.2779 hourly
D16s v5,D16s v5,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.768 hourly,,,$0.1556 hourly,$1.504 hourly,,,$0.3047 hourly
D16s v6,D16s v6,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.806 hourly,,,$0.1767 hourly,$1.542 hourly,,,$0.338 hourly
D16s v7,D16s v7,64 GiB,16,4 GiB/vCPU,0,0 GiB,,,,,,,,
D16 v3,D16 v3,64 GiB,16,4 GiB/vCPU,0,400 GiB,$0.768 hourly,,,$0.1419 hourly,$1.504 hourly,,,$0.2779 hourly
D16 v4,D16 v4,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.768 hourly,,,$0.1419 hourly,$1.504 hourly,,,$0.2779 hourly
D16 v5,D16 v5,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.768 hourly,,,$0.1556 hourly,$1.504 hourly,,,$0.3047 hourly
D192ds v6,D192ds v6,768 GiB,192,4 GiB/vCPU,0,10560 GiB,$11.96 hourly,,,$2.6778 hourly,,,,$4.6553 hourly
D192ds v7,D192ds v7,768 GiB,192,4 GiB/vCPU,0,10560 GiB,,,,,,,,
D192lds v7,D192lds v7,384 GiB,192,2 GiB/vCPU,0,10560 GiB,,,,,,,,
D192ls v7,D192ls v7,384 GiB,192,2 GiB/vCPU,0,0 GiB,,,,,,,,
D192s v6,D192s v6,768 GiB,192,4 GiB/vCPU,0,0 GiB,$9.677 hourly,,,$2.1212 hourly,$18.509 hourly,,,$4.0572 hourly
D192s v7,D192s v7,768 GiB,192,4 GiB/vCPU,0,0 GiB,,,,,,,,
D1s,D1s,3.5 GiB,1,3.5 GiB/vCPU,0,7 GiB,$0.077 hourly,,,$0.0142 hourly,$0.14 hourly,,,$0.0262 hourly
D1 v2,D1 v2,3.5 GiB,1,3.5 GiB/vCPU,0,50 GiB,$0.073 hourly,,,$0.0135 hourly,$0.119 hourly,,,$0.0222 hourly
D2,D2,7 GiB,2,3.5 GiB/vCPU,0,100 GiB,$0.154 hourly,,,$0.0285 hourly,$0.28 hourly,,,$0.0523 hourly
D248ds v7,D248ds v7,992 GiB,248,4 GiB/vCPU,0,13640 GiB,,,,,,,,
D248lds v7,D248lds v7,496 GiB,248,2 GiB/vCPU,0,13640 GiB,,,,,,,,
D248ls v7,D248ls v7,496 GiB,248,2 GiB/vCPU,0,0 GiB,,,,,,,,
D248s v7,D248s v7,992 GiB,248,4 GiB/vCPU,0,0 GiB,,,,,,,,
D2ads v5,D2ads v5,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.103 hourly,,,$0.019 hourly,$0.195 hourly,,,$0.0368 hourly
D2ads v6,D2ads v6,8 GiB,2,4 GiB/vCPU,0,110 GiB,$0.114 hourly,,,$0.0229 hourly,$0.206 hourly,,,$0.0414 hourly
D2ads v7,D2ads v7,8 GiB,2,4 GiB/vCPU,0,110 GiB,$0.114 hourly,,,$0.0211 hourly,$0.206 hourly,,,$0.0381 hourly
D2alds v6,D2alds v6,4 GiB,2,2 GiB/vCPU,0,110 GiB,$0.0952 hourly,,,$0.0192 hourly,$0.187 hourly,,,$0.0376 hourly
D2alds v7,D2alds v7,4 GiB,2,2 GiB/vCPU,0,110 GiB,$0.0952 hourly,,,$0.0176 hourly,$0.187 hourly,,,$0.0346 hourly
D2als v6,D2als v6,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.0804 hourly,,,$0.0158 hourly,$0.172 hourly,,,$0.0337 hourly
D2als v7,D2als v7,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.0804 hourly,,,$0.0149 hourly,$0.172 hourly,,,$0.0318 hourly
D2as v4,D2as v4,8 GiB,2,4 GiB/vCPU,0,16 GiB,$0.096 hourly,,,$0.0177 hourly,$0.188 hourly,,,$0.0354 hourly
D2as v5,D2as v5,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.086 hourly,,,$0.0159 hourly,$0.178 hourly,,,$0.0336 hourly
D2as v6,D2as v6,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.0908 hourly,,,$0.0178 hourly,$0.183 hourly,,,$0.0359 hourly
D2as v7,D2as v7,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.0908 hourly,,,$0.0168 hourly,$0.183 hourly,,,$0.0338 hourly
D2a v4,D2a v4,8 GiB,2,4 GiB/vCPU,0,50 GiB,$0.096 hourly,,,$0.0177 hourly,$0.188 hourly,,,$0.0354 hourly
D2ds v4,D2ds v4,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.113 hourly,,,$0.0254 hourly,$0.205 hourly,,,$0.047 hourly
D2ds v5,D2ds v5,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.113 hourly,,,$0.0255 hourly,$0.205 hourly,,,$0.047 hourly
D2ds v6,D2ds v6,8 GiB,2,4 GiB/vCPU,0,110 GiB,$0.125 hourly,,,$0.028 hourly,$0.217 hourly,,,$0.0486 hourly
D2ds v7,D2ds v7,8 GiB,2,4 GiB/vCPU,0,110 GiB,,,,,,,,
D2d v4,D2d v4,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.113 hourly,,,$0.0254 hourly,$0.205 hourly,,,$0.047 hourly
D2d v5,D2d v5,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.113 hourly,,,$0.0255 hourly,$0.205 hourly,,,$0.047 hourly
D2lds v5,D2lds v5,4 GiB,2,2 GiB/vCPU,0,75 GiB,$0.096 hourly,,,$0.0217 hourly,$0.188 hourly,,,$0.0431 hourly
D2lds v6,D2lds v6,4 GiB,2,2 GiB/vCPU,0,110 GiB,$0.11 hourly,,,$0.0246 hourly,$0.202 hourly,,,$0.0452 hourly
D2lds v7,D2lds v7,4 GiB,2,2 GiB/vCPU,0,110 GiB,,,,,,,,
D2ls v5,D2ls v5,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.085 hourly,,,$0.0172 hourly,$0.177 hourly,,,$0.0359 hourly
D2ls v6,D2ls v6,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.0893 hourly,,,$0.0196 hourly,$0.181 hourly,,,$0.0397 hourly
D2ls v7,D2ls v7,4 GiB,2,2 GiB/vCPU,0,0 GiB,,,,,,,,
D2nds v6,D2nds v6,8 GiB,2,4 GiB/vCPU,0,110 GiB,$0.181 hourly,,,$0.0405 hourly,$0.273 hourly,,,$0.0611 hourly
D2nlds v6,D2nlds v6,4 GiB,2,2 GiB/vCPU,0,110 GiB,$0.145 hourly,,,$0.0325 hourly,$0.237 hourly,,,$0.0531 hourly
D2nls v6,D2nls v6,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.117 hourly,,,$0.0256 hourly,$0.209 hourly,,,$0.0458 hourly
D2ns v6,D2ns v6,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.146 hourly,,,$0.032 hourly,$0.238 hourly,,,$0.0522 hourly
Standard D2pds v5,D2pds v5,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.0904 hourly,,,$0.0167 hourly,,,,
Standard D2pds v6,D2pds v6,8 GiB,2,4 GiB/vCPU,0,110 GiB,$0.0918 hourly,,,$0.0196 hourly,,,,
Standard D2plds v5,D2plds v5,4 GiB,2,2 GiB/vCPU,0,75 GiB,$0.0768 hourly,,,$0.0142 hourly,,,,
Standard D2plds v6,D2plds v6,4 GiB,2,2 GiB/vCPU,0,110 GiB,$0.078 hourly,,,$0.0166 hourly,,,,
Standard D2pls v5,D2pls v5,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.068 hourly,,,$0.0126 hourly,,,,
Standard D2pls v6,D2pls v6,4 GiB,2,2 GiB/vCPU,0,0 GiB,$0.062 hourly,,,$0.0132 hourly,,,,
Standard D2ps v5,D2ps v5,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.077 hourly,,,$0.0142 hourly,,,,
Standard D2ps v6,D2ps v6,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.0702 hourly,,,$0.015 hourly,,,,
D2s,D2s,7 GiB,2,3.5 GiB/vCPU,0,14 GiB,$0.154 hourly,,,$0.0285 hourly,$0.28 hourly,,,$0.0523 hourly
