Instance Name,API Name,Instance Memory,vCPUs,Memory per vCPU,GPUs,Network Performance,Generation,Local SSD,Shared CPU,Linux On Demand cost,Linux Spot cost,Windows On Demand cost,Windows Spot cost
N2 High Memory 2,n2-highmem-2,16 GiB,2,8 GiB/vCPU,0,Variable,current,No,No,$0.1475 hourly,$0.0325 hourly,$0.2395 hourly,$0.1245 hourly
N2 High Memory 32,n2-highmem-32,256 GiB,32,8 GiB/vCPU,0,Variable,current,No,No,$2.3607 hourly,$0.5199 hourly,$3.8327 hourly,$1.9919 hourly
N2 High Memory 4,n2-highmem-4,32 GiB,4,8 GiB/vCPU,0,Variable,current,No,No,$0.2951 hourly,$0.065 hourly,$0.4791 hourly,$0.249 hourly
N2 High Memory 48,n2-highmem-48,384 GiB,48,8 GiB/vCPU,0,Variable,current,No,No,$3.5411 hourly,$0.7798 hourly,$5.7491 hourly,$2.9878 hourly
N2 High Memory 64,n2-highmem-64,512 GiB,64,8 GiB/vCPU,0,Variable,current,No,No,$4.7215 hourly,$1.0397 hourly,$7.6655 hourly,$3.9837 hourly
N2 High Memory 8,n2-highmem-8,64 GiB,8,8 GiB/vCPU,0,Variable,current,No,No,$0.5902 hourly,$0.13 hourly,$0.9582 hourly,$0.498 hourly
N2 High Memory 80,n2-highmem-80,640 GiB,80,8 GiB/vCPU,0,Variable,current,No,No,$5.9018 hourly,$1.2997 hourly,$9.5818 hourly,$4.9797 hourly
N2 High Memory 96,n2-highmem-96,768 GiB,96,8 GiB/vCPU,0,Variable,current,No,No,$7.0822 hourly,$1.5596 hourly,$11.4982 hourly,$5.9756 hourly
N2 Standard 128,n2-standard-128,512 GiB,128,4 GiB/vCPU,0,Variable,current,No,No,$7.0002 hourly,$1.5409 hourly,$12.8882 hourly,$7.4289 hourly
N2 Standard 16,n2-standard-16,64 GiB,16,4 GiB/vCPU,0,Variable,current,No,No,$0.875 hourly,$0.1926 hourly,$1.611 hourly,$0.9286 hourly
N2 Standard 2,n2-standard-2,8 GiB,2,4 GiB/vCPU,0,Variable,current,No,No,$0.1094 hourly,$0.0241 hourly,$0.2014 hourly,$0.1161 hourly
N2 Standard 32,n2-standard-32,128 GiB,32,4 GiB/vCPU,0,Variable,current,No,No,$1.75 hourly,$0.3852 hourly,$3.222 hourly,$1.8572 hourly
N2 Standard 4,n2-standard-4,16 GiB,4,4 GiB/vCPU,0,Variable,current,No,No,$0.2188 hourly,$0.0482 hourly,$0.4028 hourly,$0.2322 hourly
N2 Standard 48,n2-standard-48,192 GiB,48,4 GiB/vCPU,0,Variable,current,No,No,$2.6251 hourly,$0.5778 hourly,$4.8331 hourly,$2.7858 hourly
N2 Standard 64,n2-standard-64,256 GiB,64,4 GiB/vCPU,0,Variable,current,No,No,$3.5001 hourly,$0.7704 hourly,$6.4441 hourly,$3.7144 hourly
N2 Standard 8,n2-standard-8,32 GiB,8,4 GiB/vCPU,0,Variable,current,No,No,$0.4375 hourly,$0.0963 hourly,$0.8055 hourly,$0.4643 hourly
N2 Standard 80,n2-standard-80,320 GiB,80,4 GiB/vCPU,0,Variable,current,No,No,$4.3751 hourly,$0.963 hourly,$8.0551 hourly,$4.643 hourly
N2 Standard 96,n2-standard-96,384 GiB,96,4 GiB/vCPU,0,Variable,current,No,No,$5.2501 hourly,$1.1556 hourly,$9.6661 hourly,$5.5716 hourly
N2D High CPU 128,n2d-highcpu-128,128 GiB,128,1 GiB/vCPU,0,Variable,current,No,No,$4.4963 hourly,$0.8287 hourly,$10.3843 hourly,$6.7167 hourly
N2D High CPU 16,n2d-highcpu-16,16 GiB,16,1 GiB/vCPU,0,Variable,current,No,No,$0.562 hourly,$0.1036 hourly,$1.298 hourly,$0.8396 hourly
N2D High CPU 2,n2d-highcpu-2,2 GiB,2,1 GiB/vCPU,0,Variable,current,No,No,$0.0703 hourly,$0.0129 hourly,$0.1623 hourly,$0.1049 hourly
N2D High CPU 224,n2d-highcpu-224,224 GiB,224,1 GiB/vCPU,0,Variable,current,No,No,$7.8684 hourly,$1.4502 hourly,$18.1724 hourly,$11.7542 hourly
N2D High CPU 32,n2d-highcpu-32,32 GiB,32,1 GiB/vCPU,0,Variable,current,No,No,$1.1241 hourly,$0.2072 hourly,$2.5961 hourly,$1.6792 hourly
N2D High CPU 4,n2d-highcpu-4,4 GiB,4,1 GiB/vCPU,0,Variable,current,No,No,$0.1405 hourly,$0.0259 hourly,$0.3245 hourly,$0.2099 hourly
N2D High CPU 48,n2d-highcpu-48,48 GiB,48,1 GiB/vCPU,0,Variable,current,No,No,$1.6861 hourly,$0.3108 hourly,$3.8941 hourly,$2.5188 hourly
N2D High CPU 64,n2d-highcpu-64,64 GiB,64,1 GiB/vCPU,0,Variable,current,No,No,$2.2481 hourly,$0.4143 hourly,$5.1921 hourly,$3.3583 hourly
N2D High CPU 8,n2d-highcpu-8,8 GiB,8,1 GiB/vCPU,0,Variable,current,No,No,$0.281 hourly,$0.0518 hourly,$0.649 hourly,$0.4198 hourly
N2D High CPU 80,n2d-highcpu-80,80 GiB,80,1 GiB/vCPU,0,Variable,current,No,No,$2.8102 hourly,$0.5179 hourly,$6.4902 hourly,$4.1979 hourly
N2D High CPU 96,n2d-highcpu-96,96 GiB,96,1 GiB/vCPU,0,Variable,current,No,No,$3.3722 hourly,$0.6215 hourly,$7.7882 hourly,$5.0375 hourly
N2D High Memory 16,n2d-highmem-16,128 GiB,16,8 GiB/vCPU,0,Variable,current,No,No,$1.0269 hourly,$0.1892 hourly,$1.7629 hourly,$0.9252 hourly
N2D High Memory 2,n2d-highmem-2,16 GiB,2,8 GiB/vCPU,0,Variable,current,No,No,$0.1284 hourly,$0.0236 hourly,$0.2204 hourly,$0.1156 hourly
N2D High Memory 32,n2d-highmem-32,256 GiB,32,8 GiB/vCPU,0,Variable,current,No,No,$2.0539 hourly,$0.3783 hourly,$3.5259 hourly,$1.8503 hourly
N2D High Memory 4,n2d-highmem-4,32 GiB,4,8 GiB/vCPU,0,Variable,current,No,No,$0.2567 hourly,$0.0473 hourly,$0.4407 hourly,$0.2313 hourly
N2D High Memory 48,n2d-highmem-48,384 GiB,48,8 GiB/vCPU,0,Variable,current,No,No,$3.0808 hourly,$0.5675 hourly,$5.2888 hourly,$2.7755 hourly
N2D High Memory 64,n2d-highmem-64,512 GiB,64,8 GiB/vCPU,0,Variable,current,No,No,$4.1078 hourly,$0.7566 hourly,$7.0518 hourly,$3.7006 hourly
N2D High Memory 8,n2d-highmem-8,64 GiB,8,8 GiB/vCPU,0,Variable,current,No,No,$0.5135 hourly,$0.0946 hourly,$0.8815 hourly,$0.4626 hourly
N2D High Memory 80,n2d-highmem-80,640 GiB,80,8 GiB/vCPU,0,Variable,current,No,No,$5.1347 hourly,$0.9458 hourly,$8.8147 hourly,$4.6258 hourly
N2D High Memory 96,n2d-highmem-96,768 GiB,96,8 GiB/vCPU,0,Variable,current,No,No,$6.1617 hourly,$1.1349 hourly,$10.5777 hourly,$5.5509 hourly
N2D Standard 128,n2d-standard-128,512 GiB,128,4 GiB/vCPU,0,Variable,current,No,No,$6.0902 hourly,$1.122 hourly,$11.9782 hourly,$7.01 hourly
N2D Standard 16,n2d-standard-16,64 GiB,16,4 GiB/vCPU,0,Variable,current,No,No,$0.7613 hourly,$0.1403 hourly,$1.4973 hourly,$0.8763 hourly
N2D Standard 2,n2d-standard-2,8 GiB,2,4 GiB/vCPU,0,Variable,current,No,No,$0.0952 hourly,$0.0175 hourly,$0.1872 hourly,$0.1095 hourly
N2D Standard 224,n2d-standard-224,896 GiB,224,4 GiB/vCPU,0,Variable,current,No,No,$10.6579 hourly,$1.9636 hourly,$20.9619 hourly,$12.2676 hourly
N2D Standard 32,n2d-standard-32,128 GiB,32,4 GiB/vCPU,0,Variable,current,No,No,$1.5226 hourly,$0.2805 hourly,$2.9946 hourly,$1.7525 hourly
N2D Standard 4,n2d-standard-4,16 GiB,4,4 GiB/vCPU,0,Variable,current,No,No,$0.1903 hourly,$0.0351 hourly,$0.3743 hourly,$0.2191 hourly
N2D Standard 48,n2d-standard-48,192 GiB,48,4 GiB/vCPU,0,Variable,current,No,No,$2.2838 hourly,$0.4208 hourly,$4.4918 hourly,$2.6288 hourly
N2D Standard 64,n2d-standard-64,256 GiB,64,4 GiB/vCPU,0,Variable,current,No,No,$3.0451 hourly,$0.561 hourly,$5.9891 hourly,$3.505 hourly
N2D Standard 8,n2d-standard-8,32 GiB,8,4 GiB/vCPU,0,Variable,current,No,No,$0.3806 hourly,$0.0701 hourly,$0.7486 hourly,$0.4381 hourly
N2D Standard 80,n2d-standard-80,320 GiB,80,4 GiB/vCPU,0,Variable,current,No,No,$3.8064 hourly,$0.7013 hourly,$7.4864 hourly,$4.3813 hourly
N2D Standard 96,n2d-standard-96,384 GiB,96,4 GiB/vCPU,0,Variable,current,No,No,$4.5677 hourly,$0.8415 hourly,$8.9837 hourly,$5.2575 hourly
N4 High CPU 16,n4-highcpu-16,32 GiB,16,2 GiB/vCPU,0,Variable,current,No,No,$0.6123 hourly,$0.2088 hourly,$1.3483 hourly,$0.9448 hourly
N4 High CPU 2,n4-highcpu-2,4 GiB,2,2 GiB/vCPU,0,Variable,current,No,No,$0.0765 hourly,$0.0261 hourly,$0.1685 hourly,$0.1181 hourly
N4 High CPU 32,n4-highcpu-32,64 GiB,32,2 GiB/vCPU,0,Variable,current,No,No,$1.2246 hourly,$0.4176 hourly,$2.6966 hourly,$1.8896 hourly
N4 High CPU 4,n4-highcpu-4,8 GiB,4,2 GiB/vCPU,0,Variable,current,No,No,$0.1531 hourly,$0.0522 hourly,$0.3371 hourly,$0.2362 hourly
N4 High CPU 48,n4-highcpu-48,96 GiB,48,2 GiB/vCPU,0,Variable,current,No,No,$1.837 hourly,$0.6264 hourly,$4.045 hourly,$2.8344 hourly
N4 High CPU 64,n4-highcpu-64,128 GiB,64,2 GiB/vCPU,0,Variable,current,No,No,$2.4493 hourly,$0.8352 hourly,$5.3933 hourly,$3.7792 hourly
N4 High CPU 8,n4-highcpu-8,16 GiB,8,2 GiB/vCPU,0,Variable,current,No,No,$0.3062 hourly,$0.1044 hourly,$0.6742 hourly,$0.4724 hourly
N4 High CPU 80,n4-highcpu-80,160 GiB,80,2 GiB/vCPU,0,Variable,current,No,No,$3.0616 hourly,$1.044 hourly,$6.7416 hourly,$4.724 hourly
N4 High Memory 16,n4-highmem-16,128 GiB,16,8 GiB/vCPU,0,Variable,current,No,No,$0.9522 hourly,$0.3163 hourly,$1.6882 hourly,$1.0523 hourly
N4 High Memory 2,n4-highmem-2,16 GiB,2,8 GiB/vCPU,0,Variable,current,No,No,$0.119 hourly,$0.0395 hourly,$0.211 hourly,$0.1315 hourly
N4 High Memory 32,n4-highmem-32,256 GiB,32,8 GiB/vCPU,0,Variable,current,No,No,$1.9043 hourly,$0.6326 hourly,$3.3763 hourly,$2.1046 hourly
N4 High Memory 4,n4-highmem-4,32 GiB,4,8 GiB/vCPU,0,Variable,current,No,No,$0.238 hourly,$0.0791 hourly,$0.422 hourly,$0.2631 hourly
N4 High Memory 48,n4-highmem-48,384 GiB,48,8 GiB/vCPU,0,Variable,current,No,No,$2.8565 hourly,$0.949 hourly,$5.0645 hourly,$3.157 hourly
N4 High Memory 64,n4-highmem-64,512 GiB,64,8 GiB/vCPU,0,Variable,current,No,No,$3.8086 hourly,$1.2653 hourly,$6.7526 hourly,$4.2093 hourly
N4 High Memory 8,n4-highmem-8,64 GiB,8,8 GiB/vCPU,0,Variable,current,No,No,$0.4761 hourly,$0.1582 hourly,$0.8441 hourly,$0.5262 hourly
N4 High Memory 80,n4-highmem-80,640 GiB,80,8 GiB/vCPU,0,Variable,current,No,No,$4.7608 hourly,$1.5816 hourly,$8.4408 hourly,$5.2616 hourly
N4 Standard 16,n4-standard-16,64 GiB,16,4 GiB/vCPU,0,Variable,current,No,No,$0.7256 hourly,$0.2446 hourly,$1.4616 hourly,$0.9806 hourly
N4 Standard 2,n4-standard-2,8 GiB,2,4 GiB/vCPU,0,Variable,current,No,No,$0.0907 hourly,$0.0306 hourly,$0.1827 hourly,$0.1226 hourly
N4 Standard 32,n4-standard-32,128 GiB,32,4 GiB/vCPU,0,Variable,current,No,No,$1.4512 hourly,$0.4893 hourly,$2.9232 hourly,$1.9613 hourly
N4 Standard 4,n4-standard-4,16 GiB,4,4 GiB/vCPU,0,Variable,current,No,No,$0.1814 hourly,$0.0612 hourly,$0.3654 hourly,$0.2452 hourly
N4 Standard 48,n4-standard-48,192 GiB,48,4 GiB/vCPU,0,Variable,current,No,No,$2.1768 hourly,$0.7339 hourly,$4.3848 hourly,$2.9419 hourly
N4 Standard 64,n4-standard-64,256 GiB,64,4 GiB/vCPU,0,Variable,current,No,No,$2.9024 hourly,$0.9786 hourly,$5.8464 hourly,$3.9226 hourly
N4 Standard 8,n4-standard-8,32 GiB,8,4 GiB/vCPU,0,Variable,current,No,No,$0.3628 hourly,$0.1223 hourly,$0.7308 hourly,$0.4903 hourly
N4 Standard 80,n4-standard-80,320 GiB,80,4 GiB/vCPU,0,Variable,current,No,No,$3.628 hourly,$1.2232 hourly,$7.308 hourly,$4.9032 hourly
N4D High CPU 16,n4d-highcpu-16,32 GiB,16,2 GiB/vCPU,0,Variable,current,No,No,$0.5717 hourly,$0.2287 hourly,$1.3077 hourly,$0.9647 hourly
N4D High CPU 2,n4d-highcpu-2,4 GiB,2,2 GiB/vCPU,0,Variable,current,No,No,$0.0715 hourly,$0.0286 hourly,$0.1635 hourly,$0.1206 hourly
